"","policy_id","exposure","driver_age","vehicle_age","gender","car_type","region","no_claim_discount","claim_count","avg_claim_sev","total_claim_cost"
"36196",36196,0.847684088163078,34,3.3,"M","SUV","Metro","60%",0,0,0
"36197",36197,0.90833134111017,41,0.2,"M","Sedan","Rural","40%",0,0,0
"36198",36198,0.649934103363194,37,4.2,"F","Sedan","Metro","0%",0,0,0
"36199",36199,0.972226971178316,26,1.7,"F","Commercial","Suburban","60%",1,7603.57263497263,7603.57263497263
"36200",36200,0.725331948138773,58,0,"F","Commercial","Rural","60%",0,0,0
"36201",36201,0.695032798917964,65,12.2,"M","Sedan","Metro","40%",0,0,0
"36202",36202,0.671341713983566,58,0.4,"F","Commercial","Suburban","0%",0,0,0
"36203",36203,0.877536508953199,31,0.5,"F","Luxury","Metro","60%",0,0,0
"36204",36204,0.855473968316801,35,0.7,"M","Commercial","Metro","60%",0,0,0
"36205",36205,0.51571728871204,69,0.2,"F","Sedan","Metro","20%",0,0,0
"36206",36206,0.588070097495802,50,8.3,"F","Luxury","Suburban","40%",0,0,0
"36207",36207,0.991617152700201,40,1,"F","Commercial","Suburban","40%",0,0,0
"36208",36208,0.989354980178177,36,2.1,"F","SUV","Metro","60%",0,0,0
"36209",36209,0.794879748718813,23,6.9,"M","SUV","Suburban","40%",0,0,0
"36210",36210,0.615071403095499,42,1.4,"F","Sedan","Metro","40%",0,0,0
"36211",36211,0.749479905003682,35,5.7,"F","Commercial","Rural","0%",0,0,0
"36212",36212,0.590778907993808,60,4.9,"M","Sedan","Suburban","60%",0,0,0
"36213",36213,0.832202229532413,51,3.3,"M","SUV","Rural","60%",0,0,0
"36214",36214,0.660790674155578,23,5.3,"F","Commercial","Suburban","20%",0,0,0
"36215",36215,0.669288576580584,46,2.3,"F","Sedan","Metro","40%",0,0,0
"36216",36216,0.560446579940617,26,1.7,"M","SUV","Metro","40%",0,0,0
"36217",36217,0.927593943313695,24,5.3,"M","Sedan","Metro","20%",0,0,0
"36218",36218,0.676731966785155,44,0.9,"M","SUV","Metro","0%",0,0,0
"36219",36219,0.566027787979692,37,3.5,"M","Sedan","Metro","60%",0,0,0
"36220",36220,0.769838983076625,50,6.5,"F","Commercial","Metro","60%",0,0,0
"36221",36221,0.649237614590675,31,1.4,"F","SUV","Suburban","60%",0,0,0
"36222",36222,0.643739603692666,37,1.9,"F","Sedan","Suburban","60%",0,0,0
"36223",36223,0.536031257011928,56,4.3,"F","SUV","Metro","60%",0,0,0
"36224",36224,0.588389345561154,41,1.4,"F","SUV","Suburban","20%",0,0,0
"36225",36225,0.709741457831115,29,2.4,"F","SUV","Metro","60%",0,0,0
"36226",36226,0.752287347335368,24,5,"M","Sedan","Suburban","40%",0,0,0
"36227",36227,0.762364352005534,57,2.3,"M","Commercial","Metro","40%",0,0,0
"36228",36228,0.563253930071369,49,16.8,"F","Commercial","Metro","40%",0,0,0
"36229",36229,0.935716149164364,40,1.2,"M","SUV","Suburban","40%",0,0,0
"36230",36230,0.513938073185273,34,1.5,"F","Sedan","Metro","60%",0,0,0
"36231",36231,0.612719039083458,41,10.7,"F","SUV","Metro","60%",0,0,0
"36232",36232,0.716135087888688,51,1.3,"M","SUV","Metro","20%",0,0,0
"36233",36233,0.641826505889185,54,4.3,"M","Luxury","Suburban","40%",0,0,0
"36234",36234,0.844141341163777,32,0.1,"M","Luxury","Suburban","40%",0,0,0
"36235",36235,0.772927781334147,33,5.7,"M","Sedan","Metro","60%",0,0,0
"36236",36236,0.917376832454465,54,1.5,"F","Sedan","Metro","20%",0,0,0
"36237",36237,0.756111453985795,29,2.8,"F","Sedan","Rural","20%",0,0,0
"36238",36238,0.832018530345522,30,9.7,"F","SUV","Suburban","60%",0,0,0
"36239",36239,0.666138665401377,40,1,"F","Sedan","Suburban","20%",0,0,0
"36240",36240,0.698377386666834,46,0.3,"M","Sedan","Metro","0%",0,0,0
"36241",36241,0.887926028692164,49,7.1,"M","SUV","Suburban","40%",0,0,0
"36242",36242,0.996220296481624,57,2.6,"M","SUV","Suburban","20%",0,0,0
"36243",36243,0.903270351700485,56,2.2,"F","Sedan","Metro","60%",0,0,0
"36244",36244,0.866168517619371,37,0.8,"M","SUV","Metro","40%",1,1448.32186206827,1448.32186206827
"36245",36245,0.693831288604997,32,0.4,"M","SUV","Metro","20%",0,0,0
"36246",36246,0.773181299096905,47,2.8,"M","SUV","Rural","40%",0,0,0
"36247",36247,0.685400523245335,37,5.7,"M","Commercial","Suburban","20%",0,0,0
"36248",36248,0.790648428606801,48,0.2,"M","Sedan","Metro","40%",0,0,0
"36249",36249,0.784226840944029,40,2.5,"F","Sedan","Metro","60%",0,0,0
"36250",36250,0.940226827864535,58,1.4,"F","Sedan","Metro","60%",0,0,0
"36251",36251,0.881741381715983,49,9.2,"M","SUV","Metro","40%",1,11892.7151283992,11892.7151283992
"36252",36252,0.583356042043306,47,0.5,"F","SUV","Suburban","40%",0,0,0
"36253",36253,0.754167782142758,27,0.8,"M","SUV","Metro","20%",0,0,0
"36254",36254,0.551139140385203,47,0.3,"M","Sedan","Rural","60%",0,0,0
"36255",36255,0.632847774308175,38,3.1,"F","Sedan","Metro","60%",0,0,0
"36256",36256,0.634647652506828,22,4.4,"M","Sedan","Metro","40%",0,0,0
"36257",36257,0.630900966585614,44,0.8,"M","Sedan","Metro","0%",0,0,0
"36258",36258,0.910853248788044,57,0.6,"F","Luxury","Rural","40%",0,0,0
"36259",36259,0.515508598531596,34,6.3,"M","SUV","Metro","40%",0,0,0
"36260",36260,0.652276332722977,61,0.4,"M","Luxury","Metro","40%",0,0,0
"36261",36261,0.665858114487492,56,6.6,"M","Sedan","Suburban","20%",0,0,0
"36262",36262,0.940395692479797,30,5.9,"M","Sedan","Metro","60%",0,0,0
"36263",36263,0.716874512145296,45,8.9,"F","Luxury","Metro","0%",0,0,0
"36264",36264,0.97860929579474,43,2.5,"F","Sedan","Metro","60%",0,0,0
"36265",36265,0.592399075627327,51,3.2,"M","Luxury","Metro","40%",0,0,0
"36266",36266,0.792415908072144,47,3.9,"F","Commercial","Rural","40%",0,0,0
"36267",36267,0.803952689515427,35,1.9,"M","Sedan","Metro","60%",0,0,0
"36268",36268,0.550162376952358,41,3.1,"M","Sedan","Metro","60%",0,0,0
"36269",36269,0.67708333756309,48,4.1,"M","Sedan","Rural","60%",0,0,0
"36270",36270,0.766820699558593,22,2.2,"M","Sedan","Suburban","40%",0,0,0
"36271",36271,0.61126601381693,58,4.3,"F","Sedan","Suburban","40%",0,0,0
"36272",36272,0.699297877261415,41,1.6,"M","Sedan","Rural","20%",0,0,0
"36273",36273,0.848024518229067,40,0.2,"F","SUV","Metro","40%",0,0,0
"36274",36274,0.610525737283751,51,5.6,"M","Luxury","Suburban","60%",0,0,0
"36275",36275,0.907597438897938,28,4.3,"M","SUV","Rural","0%",0,0,0
"36276",36276,0.6109419335844,36,0.5,"M","Commercial","Metro","60%",0,0,0
"36277",36277,0.59598352946341,54,2.8,"M","SUV","Metro","60%",0,0,0
"36278",36278,0.820124908583239,55,1.2,"F","Luxury","Rural","0%",0,0,0
"36279",36279,0.933091959566809,46,6.1,"F","Sedan","Suburban","0%",0,0,0
"36280",36280,0.575576483854093,45,5.8,"F","Sedan","Metro","20%",0,0,0
"36281",36281,0.777960417675786,45,1.5,"M","Sedan","Metro","0%",0,0,0
"36282",36282,0.530937070026994,37,5,"F","Sedan","Rural","20%",0,0,0
"36283",36283,0.70072410046123,54,0.1,"F","Commercial","Suburban","20%",0,0,0
"36284",36284,0.708339935401455,62,7.2,"F","Sedan","Suburban","40%",0,0,0
"36285",36285,0.942072242381983,42,6.9,"F","Sedan","Metro","0%",0,0,0
"36286",36286,0.655908547341824,26,7.8,"M","SUV","Rural","40%",0,0,0
"36287",36287,0.748225784511305,38,2.8,"F","SUV","Suburban","40%",0,0,0
"36288",36288,0.886809699353762,49,4.9,"F","SUV","Metro","60%",0,0,0
"36289",36289,0.700009653228335,37,7.2,"F","Sedan","Rural","40%",0,0,0
"36290",36290,0.626845679129474,44,7.8,"M","SUV","Suburban","40%",0,0,0
"36291",36291,0.610163643606938,44,4.2,"F","Sedan","Rural","20%",0,0,0
"36292",36292,0.863286990439519,40,0,"F","Sedan","Suburban","40%",0,0,0
"36293",36293,0.762631675344892,28,2.4,"M","SUV","Metro","20%",0,0,0
"36294",36294,0.814888047520071,29,3.7,"F","Commercial","Suburban","20%",0,0,0
"36295",36295,0.529941030428745,18,6.7,"M","SUV","Rural","60%",0,0,0
"36296",36296,0.954768210533075,44,0.5,"F","Luxury","Suburban","40%",0,0,0
"36297",36297,0.754741579177789,51,0.5,"M","Luxury","Metro","20%",0,0,0
"36298",36298,0.570383164915256,42,2.7,"M","SUV","Suburban","20%",0,0,0
"36299",36299,0.931627267156728,37,0.4,"F","Luxury","Metro","60%",1,11687.6157145604,11687.6157145604
"36300",36300,0.919313210994005,46,0.3,"M","Sedan","Suburban","40%",0,0,0
"36301",36301,0.890579119557515,40,3.5,"M","Sedan","Metro","60%",0,0,0
"36302",36302,0.996945726918057,26,6.8,"M","Commercial","Suburban","40%",0,0,0
"36303",36303,0.652851943043061,42,1.9,"F","SUV","Rural","40%",0,0,0
"36304",36304,0.594086401979439,42,3.8,"F","SUV","Metro","20%",0,0,0
"36305",36305,0.900526366429403,36,2.9,"F","SUV","Metro","20%",1,3650.65520861261,3650.65520861261
"36306",36306,0.898972059017979,28,2.7,"F","Sedan","Suburban","0%",0,0,0
"36307",36307,0.786779780988581,44,0.3,"F","Luxury","Suburban","0%",0,0,0
"36308",36308,0.542368206544779,43,0.6,"M","SUV","Metro","40%",0,0,0
"36309",36309,0.738948016893119,44,2.3,"F","Sedan","Rural","20%",0,0,0
"36310",36310,0.88457704638131,55,1.2,"F","SUV","Metro","0%",0,0,0
"36311",36311,0.676954787108116,47,3.5,"F","Sedan","Metro","40%",0,0,0
"36312",36312,0.661905300803483,31,1,"F","Sedan","Metro","40%",1,3507.21308257262,3507.21308257262
"36313",36313,0.908810466411524,36,0.5,"F","Sedan","Metro","40%",0,0,0
"36314",36314,0.81382571964059,50,6.7,"F","Commercial","Suburban","0%",0,0,0
"36315",36315,0.98761766217649,47,5.6,"F","SUV","Suburban","40%",0,0,0
"36316",36316,0.553803005255759,40,5.5,"M","Sedan","Rural","40%",0,0,0
"36317",36317,0.612839326495305,36,3,"M","Sedan","Metro","20%",1,5067.22310036427,5067.22310036427
"36318",36318,0.829130735364743,46,1.2,"M","SUV","Suburban","20%",0,0,0
"36319",36319,0.812926146551035,51,6,"M","SUV","Metro","40%",0,0,0
"36320",36320,0.685038618044928,38,2,"M","Sedan","Suburban","40%",0,0,0
"36321",36321,0.627113380236551,42,3.8,"M","Sedan","Suburban","40%",0,0,0
"36322",36322,0.659076680080034,64,3.5,"M","Luxury","Suburban","0%",0,0,0
"36323",36323,0.721794304205105,40,1.1,"M","Sedan","Metro","0%",0,0,0
"36324",36324,0.618701066356152,51,1.8,"F","SUV","Metro","20%",0,0,0
"36325",36325,0.622574703069404,45,1.6,"F","Sedan","Suburban","60%",0,0,0
"36326",36326,0.803839750937186,59,1.1,"M","SUV","Suburban","60%",0,0,0
"36327",36327,0.834092607721686,44,4.1,"M","Luxury","Suburban","60%",0,0,0
"36328",36328,0.607785259722732,18,9.5,"F","Commercial","Suburban","60%",0,0,0
"36329",36329,0.994021566468291,38,1.2,"M","SUV","Metro","60%",0,0,0
"36330",36330,0.56127601431217,29,2.8,"F","Commercial","Metro","60%",0,0,0
"36331",36331,0.681765750516206,50,4.8,"F","Luxury","Rural","0%",0,0,0
"36332",36332,0.805640149628744,48,4.3,"F","Sedan","Suburban","20%",0,0,0
"36333",36333,0.581016836222261,50,0.8,"M","Sedan","Metro","60%",0,0,0
"36334",36334,0.584302648203447,49,11.5,"F","Sedan","Rural","20%",0,0,0
"36335",36335,0.686582256574184,40,0.6,"F","SUV","Metro","60%",0,0,0
"36336",36336,0.509174502687529,40,4.2,"M","Sedan","Metro","60%",0,0,0
"36337",36337,0.919719006866217,52,1.6,"M","SUV","Metro","0%",0,0,0
"36338",36338,0.503000883967616,19,6.6,"F","Sedan","Rural","60%",0,0,0
"36339",36339,0.683992938022129,52,16.9,"F","Luxury","Rural","20%",0,0,0
"36340",36340,0.703998043201864,48,2.1,"M","SUV","Suburban","40%",0,0,0
"36341",36341,0.738865660736337,50,2.9,"M","SUV","Metro","40%",0,0,0
"36342",36342,0.824639021418989,45,1.5,"F","Sedan","Metro","40%",0,0,0
"36343",36343,0.832655715057626,44,3.4,"F","SUV","Metro","40%",0,0,0
"36344",36344,0.996685275342315,55,6.5,"M","Sedan","Metro","40%",0,0,0
"36345",36345,0.970805033110082,45,0.7,"F","SUV","Metro","60%",0,0,0
"36346",36346,0.7465051288018,60,0.6,"M","Commercial","Suburban","40%",0,0,0
"36347",36347,0.673175839474425,47,4.9,"M","Sedan","Rural","40%",0,0,0
"36348",36348,0.514089219854213,52,9.4,"F","Luxury","Metro","40%",0,0,0
"36349",36349,0.537190050585195,28,4.7,"M","SUV","Metro","40%",0,0,0
"36350",36350,0.928066798835061,38,0.2,"F","Sedan","Rural","60%",0,0,0
"36351",36351,0.522328596212901,47,0.3,"M","Sedan","Suburban","60%",0,0,0
"36352",36352,0.975445944583043,34,10.1,"M","Commercial","Suburban","40%",0,0,0
"36353",36353,0.797791059827432,46,1.6,"F","SUV","Suburban","20%",0,0,0
"36354",36354,0.986355263739824,18,0.2,"M","Commercial","Suburban","60%",0,0,0
"36355",36355,0.72598352143541,35,3.9,"M","Sedan","Rural","40%",0,0,0
"36356",36356,0.531355967978016,52,0.7,"M","Luxury","Metro","40%",0,0,0
"36357",36357,0.644469854887575,47,4.3,"F","Luxury","Suburban","0%",0,0,0
"36358",36358,0.804611726664007,55,2.4,"F","Luxury","Suburban","40%",0,0,0
"36359",36359,0.65623663389124,43,3.8,"F","SUV","Metro","40%",1,1334.87865139735,1334.87865139735
"36360",36360,0.509387799887918,28,2.9,"F","SUV","Metro","40%",0,0,0
"36361",36361,0.884069879772142,49,3,"M","Sedan","Metro","0%",0,0,0
"36362",36362,0.774179757689126,53,3.9,"F","SUV","Suburban","40%",0,0,0
"36363",36363,0.874106988077983,57,6.8,"F","Commercial","Metro","40%",1,3255.96392378147,3255.96392378147
"36364",36364,0.845487720915116,44,0.2,"M","Commercial","Rural","60%",0,0,0
"36365",36365,0.732213070965372,62,6.1,"M","Sedan","Suburban","0%",0,0,0
"36366",36366,0.60271987633314,23,1.1,"M","SUV","Metro","40%",0,0,0
"36367",36367,0.919623507885262,54,2.6,"M","Sedan","Rural","20%",1,9064.51532325263,9064.51532325263
"36368",36368,0.831888032145798,31,3.2,"M","Sedan","Suburban","60%",0,0,0
"36369",36369,0.683477190439589,49,4.6,"F","SUV","Metro","20%",0,0,0
"36370",36370,0.991648987401277,40,0.9,"M","Sedan","Suburban","60%",0,0,0
"36371",36371,0.556839334429242,42,5.6,"F","SUV","Metro","60%",0,0,0
"36372",36372,0.577911313273944,44,9.1,"M","SUV","Metro","20%",0,0,0
"36373",36373,0.69760602444876,43,5.6,"M","Commercial","Suburban","0%",0,0,0
"36374",36374,0.969753814395517,44,11,"M","SUV","Suburban","20%",0,0,0
"36375",36375,0.841787667362951,51,0.3,"F","Sedan","Suburban","0%",0,0,0
"36376",36376,0.896040660794824,46,9.9,"F","SUV","Suburban","40%",0,0,0
"36377",36377,0.716779722133651,45,7.4,"F","Sedan","Suburban","0%",0,0,0
"36378",36378,0.641814434202388,41,2.1,"F","SUV","Metro","20%",0,0,0
"36379",36379,0.944346540956758,46,7.3,"M","Sedan","Metro","60%",0,0,0
"36380",36380,0.628437341540121,60,1.5,"F","Sedan","Suburban","40%",0,0,0
"36381",36381,0.787489985581487,43,5.4,"M","SUV","Metro","60%",0,0,0
"36382",36382,0.736491738585755,39,0.4,"F","Luxury","Rural","40%",0,0,0
"36383",36383,0.710520522436127,32,2.3,"M","Sedan","Metro","20%",0,0,0
"36384",36384,0.671724732266739,55,7.9,"M","Sedan","Suburban","0%",0,0,0
"36385",36385,0.652903851936571,55,8.5,"F","Sedan","Suburban","40%",0,0,0
"36386",36386,0.791204504901543,39,1.1,"F","SUV","Metro","0%",0,0,0
"36387",36387,0.659135625232011,40,0.5,"M","Sedan","Rural","0%",0,0,0
"36388",36388,0.789977027801797,25,5.7,"M","SUV","Metro","60%",0,0,0
"36389",36389,0.571063990471885,61,0.8,"M","Commercial","Rural","60%",0,0,0
"36390",36390,0.747529965126887,41,1,"F","SUV","Metro","60%",0,0,0
"36391",36391,0.963471905793995,34,1.8,"M","Luxury","Suburban","20%",0,0,0
"36392",36392,0.738408789387904,44,1.7,"M","Sedan","Metro","40%",0,0,0
"36393",36393,0.515881611616351,40,0.2,"F","Sedan","Rural","20%",0,0,0
"36394",36394,0.742688586236909,60,5.2,"F","SUV","Metro","0%",0,0,0
"36395",36395,0.531176050077192,44,2.5,"F","Sedan","Suburban","60%",0,0,0
"36396",36396,0.896999048534781,18,7.2,"M","Sedan","Rural","0%",0,0,0
"36397",36397,0.793255661963485,33,4.9,"F","Sedan","Metro","40%",0,0,0
"36398",36398,0.730452689691447,45,4.3,"M","Commercial","Suburban","40%",1,8700.85396031783,8700.85396031783
"36399",36399,0.813308325712569,18,0.2,"F","Sedan","Metro","40%",0,0,0
"36400",36400,0.589959530858323,39,10.5,"F","SUV","Metro","20%",0,0,0
"36401",36401,0.792385509819724,32,5.8,"M","SUV","Metro","40%",0,0,0
"36402",36402,0.809627561131492,48,5.1,"M","Luxury","Metro","0%",0,0,0
"36403",36403,0.749848690931685,40,10.2,"F","Sedan","Metro","40%",0,0,0
"36404",36404,0.64498241210822,30,2.7,"M","SUV","Rural","60%",0,0,0
"36405",36405,0.764813439338468,27,2.4,"M","Sedan","Metro","60%",0,0,0
"36406",36406,0.884879983146675,33,0.8,"F","Sedan","Suburban","60%",0,0,0
"36407",36407,0.87642923835665,50,0.3,"F","Sedan","Suburban","40%",0,0,0
"36408",36408,0.559275357518345,59,1.5,"F","Sedan","Suburban","40%",0,0,0
"36409",36409,0.804690871853381,41,3.8,"M","Sedan","Metro","0%",0,0,0
"36410",36410,0.788618252496235,45,2.6,"M","Sedan","Rural","40%",0,0,0
"36411",36411,0.661608530324884,27,1.1,"M","Luxury","Suburban","20%",0,0,0
"36412",36412,0.832182232988998,35,0,"F","Sedan","Suburban","60%",0,0,0
"36413",36413,0.638751928694546,31,6.7,"F","Commercial","Suburban","40%",0,0,0
"36414",36414,0.526462346315384,44,2,"M","Sedan","Suburban","40%",0,0,0
"36415",36415,0.820223379298113,38,5.4,"M","SUV","Suburban","40%",0,0,0
"36416",36416,0.62941615912132,34,1,"M","SUV","Metro","20%",0,0,0
"36417",36417,0.922197632375173,61,10.9,"F","Commercial","Rural","20%",0,0,0
"36418",36418,0.614408234250732,59,2.6,"M","Sedan","Rural","40%",0,0,0
"36419",36419,0.909746049437672,43,0.9,"M","SUV","Suburban","20%",0,0,0
"36420",36420,0.661460599047132,32,0.2,"F","Sedan","Metro","60%",0,0,0
"36421",36421,0.865787496441044,54,5.1,"F","Sedan","Rural","20%",0,0,0
"36422",36422,0.568603460909799,34,6.2,"M","SUV","Suburban","40%",0,0,0
"36423",36423,0.682865508599207,18,0.7,"F","SUV","Metro","0%",0,0,0
"36424",36424,0.55988862994127,29,14,"M","Sedan","Rural","40%",0,0,0
"36425",36425,0.783520216238685,25,0.3,"F","Sedan","Metro","40%",0,0,0
"36426",36426,0.797356852563098,33,2.4,"M","SUV","Metro","20%",0,0,0
"36427",36427,0.905293735675514,52,0.7,"F","Sedan","Suburban","0%",0,0,0
"36428",36428,0.746373548055999,49,4.7,"F","Sedan","Metro","40%",0,0,0
"36429",36429,0.604746749741025,41,3.1,"M","SUV","Metro","40%",0,0,0
"36430",36430,0.90376890997868,41,9.3,"M","Sedan","Metro","60%",0,0,0
"36431",36431,0.993576965294778,56,11.9,"F","Sedan","Suburban","60%",0,0,0
"36432",36432,0.792252248967998,55,0.7,"F","Sedan","Rural","40%",0,0,0
"36433",36433,0.568603367428295,47,6.2,"M","Luxury","Metro","60%",0,0,0
"36434",36434,0.833770419587381,43,1.2,"F","Sedan","Suburban","40%",0,0,0
"36435",36435,0.806532468996011,42,0,"F","Sedan","Suburban","60%",0,0,0
"36436",36436,0.950621988275088,40,2.4,"F","Sedan","Suburban","60%",0,0,0
"36437",36437,0.882880490156822,36,0.1,"F","SUV","Suburban","40%",0,0,0
"36438",36438,0.598587224492803,37,12.7,"F","Commercial","Rural","40%",0,0,0
"36439",36439,0.908433111733757,46,3,"F","Sedan","Suburban","40%",0,0,0
"36440",36440,0.531622176989913,45,7.3,"F","SUV","Rural","40%",0,0,0
"36441",36441,0.753993786638603,43,7.9,"M","SUV","Metro","40%",0,0,0
"36442",36442,0.752358218538575,29,2.8,"F","Sedan","Metro","40%",0,0,0
"36443",36443,0.72090600093361,34,1.7,"M","SUV","Rural","0%",0,0,0
"36444",36444,0.979783003334887,43,6.9,"M","SUV","Metro","0%",0,0,0
"36445",36445,0.55205880489666,47,0.3,"M","Sedan","Metro","60%",0,0,0
"36446",36446,0.831785937072709,46,1.8,"M","Commercial","Metro","20%",1,1949.88523588193,1949.88523588193
"36447",36447,0.767232658457942,29,7,"M","Commercial","Suburban","0%",0,0,0
"36448",36448,0.520311366766691,52,2.6,"F","Sedan","Metro","60%",0,0,0
"36449",36449,0.992343840072863,24,7.2,"F","Sedan","Rural","0%",0,0,0
"36450",36450,0.945406517595984,48,1.1,"F","Sedan","Rural","20%",0,0,0
"36451",36451,0.599799044546671,56,2,"F","SUV","Suburban","20%",0,0,0
"36452",36452,0.771351399715059,37,2,"M","SUV","Suburban","20%",0,0,0
"36453",36453,0.763767854892649,43,7.8,"M","SUV","Suburban","20%",0,0,0
"36454",36454,0.94462820829358,59,3,"F","Sedan","Rural","0%",0,0,0
"36455",36455,0.846053226734512,58,0.2,"F","Luxury","Metro","60%",0,0,0
"36456",36456,0.665274367318489,29,0.8,"M","Commercial","Rural","0%",0,0,0
"36457",36457,0.554542872589082,55,0.1,"M","Sedan","Rural","20%",0,0,0
"36458",36458,0.941631753812544,49,8.9,"M","Commercial","Metro","60%",0,0,0
"36459",36459,0.808694816543721,47,0.5,"F","Sedan","Suburban","60%",0,0,0
"36460",36460,0.777958374703303,42,15.2,"F","Sedan","Metro","60%",0,0,0
"36461",36461,0.781531461514533,35,5.4,"M","Commercial","Suburban","60%",0,0,0
"36462",36462,0.907334051211365,52,4.1,"M","Sedan","Rural","40%",1,5989.55144342604,5989.55144342604
"36463",36463,0.529907256131992,41,12.7,"F","SUV","Suburban","40%",0,0,0
"36464",36464,0.520058293943293,46,8.9,"F","SUV","Metro","40%",0,0,0
"36465",36465,0.558911880245432,66,2.2,"F","Sedan","Metro","40%",0,0,0
"36466",36466,0.639478485216387,43,3.3,"M","Sedan","Metro","20%",0,0,0
"36467",36467,0.717450387659483,42,1.3,"M","SUV","Metro","60%",0,0,0
"36468",36468,0.640987936174497,51,4.1,"M","Sedan","Suburban","40%",0,0,0
"36469",36469,0.70223596051801,34,7.1,"F","Luxury","Suburban","20%",0,0,0
"36470",36470,0.773116780910641,52,1.9,"F","Sedan","Rural","40%",0,0,0
"36471",36471,0.98521351988893,67,1,"F","Luxury","Metro","60%",0,0,0
"36472",36472,0.770557194831781,32,3.3,"F","SUV","Suburban","60%",0,0,0
"36473",36473,0.867049861815758,36,3.3,"M","SUV","Metro","60%",0,0,0
"36474",36474,0.840079661807977,35,5,"M","SUV","Metro","0%",1,5639.70618780922,5639.70618780922
"36475",36475,0.87624922383111,36,7,"F","SUV","Metro","60%",0,0,0
"36476",36476,0.551605126704089,55,0.2,"F","Sedan","Suburban","0%",0,0,0
"36477",36477,0.622479338780977,38,8.8,"F","Luxury","Metro","60%",0,0,0
"36478",36478,0.643519092001952,41,1.3,"F","Commercial","Suburban","40%",0,0,0
"36479",36479,0.775808467529714,30,6.9,"F","SUV","Metro","40%",0,0,0
"36480",36480,0.839594281977043,48,0.7,"F","Luxury","Metro","40%",0,0,0
"36481",36481,0.671960782958195,37,9.4,"F","SUV","Suburban","20%",0,0,0
"36482",36482,0.698057917645201,63,3.2,"M","Sedan","Rural","60%",0,0,0
"36483",36483,0.551367526175454,43,1.6,"F","Commercial","Suburban","0%",0,0,0
"36484",36484,0.696243166807108,46,1.1,"F","SUV","Metro","60%",0,0,0
"36485",36485,0.827872109715827,51,8.6,"M","Sedan","Suburban","40%",0,0,0
"36486",36486,0.998280231491663,39,5.1,"F","Sedan","Suburban","20%",0,0,0
"36487",36487,0.884405067190528,35,0.2,"M","Sedan","Metro","40%",0,0,0
"36488",36488,0.713675336912274,40,2.2,"M","Commercial","Suburban","40%",0,0,0
"36489",36489,0.631042371736839,43,1.9,"F","Sedan","Metro","20%",0,0,0
"36490",36490,0.966646644170396,46,2.9,"F","Sedan","Metro","40%",0,0,0
"36491",36491,0.922524955007248,55,1.6,"M","Sedan","Metro","60%",0,0,0
"36492",36492,0.556086171534844,45,3.5,"F","Luxury","Suburban","0%",0,0,0
"36493",36493,0.986998443375342,42,0.2,"F","Commercial","Suburban","0%",0,0,0
"36494",36494,0.935886619496159,28,3.2,"F","Sedan","Rural","60%",0,0,0
"36495",36495,0.693962591001764,56,10,"M","Luxury","Rural","40%",0,0,0
"36496",36496,0.869725007214583,45,2.1,"M","SUV","Metro","0%",0,0,0
"36497",36497,0.672830427647568,52,3.6,"F","Commercial","Suburban","60%",0,0,0
"36498",36498,0.536692114779726,42,2.4,"F","Commercial","Metro","0%",0,0,0
"36499",36499,0.674518586369231,24,0.2,"F","Luxury","Suburban","0%",0,0,0
"36500",36500,0.530501733417623,50,1.8,"F","Commercial","Rural","40%",0,0,0
"36501",36501,0.841068096575327,26,6.5,"F","Luxury","Metro","0%",0,0,0
"36502",36502,0.93050339713227,41,8.5,"F","Sedan","Metro","40%",0,0,0
"36503",36503,0.923162874183618,43,4.3,"M","Luxury","Rural","0%",0,0,0
"36504",36504,0.904895257321186,30,0.1,"F","Luxury","Rural","60%",0,0,0
"36505",36505,0.513420201838017,31,3.6,"F","Commercial","Suburban","20%",0,0,0
"36506",36506,0.806472280994058,46,10.8,"M","SUV","Metro","20%",0,0,0
"36507",36507,0.559380306745879,49,2.2,"M","Luxury","Metro","60%",0,0,0
"36508",36508,0.639497615280561,48,4.3,"M","SUV","Suburban","0%",0,0,0
"36509",36509,0.768281084019691,41,16,"M","Sedan","Metro","40%",0,0,0
"36510",36510,0.823855466209352,30,4.7,"M","SUV","Metro","20%",0,0,0
"36511",36511,0.54549822898116,46,3.1,"M","SUV","Metro","40%",0,0,0
"36512",36512,0.714737531612627,49,1,"M","Sedan","Metro","40%",0,0,0
"36513",36513,0.640242671244778,36,3.2,"M","SUV","Metro","60%",0,0,0
"36514",36514,0.563983771484345,50,4.4,"F","Sedan","Metro","40%",0,0,0
"36515",36515,0.572197530302219,36,2.2,"M","Sedan","Suburban","60%",0,0,0
"36516",36516,0.686624776688404,70,4.4,"M","SUV","Suburban","0%",0,0,0
"36517",36517,0.557350328774191,51,1.5,"M","SUV","Metro","40%",0,0,0
"36518",36518,0.540572119876742,53,2.5,"M","SUV","Suburban","40%",0,0,0
"36519",36519,0.631635579396971,55,12.8,"M","Sedan","Suburban","40%",0,0,0
"36520",36520,0.556396305677481,38,1.8,"F","Commercial","Metro","40%",0,0,0
"36521",36521,0.707524048397318,47,8.7,"M","Sedan","Suburban","0%",0,0,0
"36522",36522,0.810018110089004,27,3.8,"F","Sedan","Metro","40%",0,0,0
"36523",36523,0.746531027602032,48,3.9,"F","Sedan","Suburban","20%",0,0,0
